,Unnamed:_0,Employee_ID,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
1314,1314,EMP1315,Male,Product,Yes,1,4,7.0,0.37
1315,1315,EMP1316,Female,Service,No,4,5,0.9,0.43
1316,1316,EMP1317,Male,Product,No,4,5,6.2,0.62
1317,1317,EMP1318,Female,Service,Yes,2,8,9.2,0.71
1318,1318,EMP1319,Male,Service,No,3,3,3.0,0.43
1319,1319,EMP1320,Male,Service,Yes,0,6,6.3,0.44
1320,1320,EMP1321,Male,Product,No,5,3,8.2,0.66
1321,1321,EMP1322,Male,Product,Yes,3,2,5.1,0.33
1322,1322,EMP1323,Female,Service,Yes,5,8,7.2,0.7
1323,1323,EMP1324,Male,Product,Yes,3,1,3.1,0.2
1324,1324,EMP1325,Female,Product,Yes,3,9,3.1,0.45
1325,1325,EMP1326,Male,Product,Yes,4,7,6.7,0.62
1326,1326,EMP1327,Male,Service,No,0,10,7.1,0.69
1327,1327,EMP1328,Female,Service,Yes,3,4,9.4,0.68
1328,1328,EMP1329,Female,Service,Yes,2,3,2.2,0.26
1329,1329,EMP1330,Male,Product,Yes,5,6,4.7,0.53
1330,1330,EMP1331,Female,Product,Yes,4,9,2.5,0.48
1331,1331,EMP1332,Female,Service,No,5,9,0.8,0.59
1332,1332,EMP1333,Male,Service,Yes,2,4,4.0,0.37
1333,1333,EMP1334,Female,Product,Yes,2,10,3.7,0.46
1334,1334,EMP1335,Female,Service,Yes,3,5,2.7,0.37
1335,1335,EMP1336,Female,Product,No,2,9,3.0,0.51
1336,1336,EMP1337,Male,Service,Yes,0,2,3.6,0.19
1337,1337,EMP1338,Female,Product,Yes,2,2,9.9,0.51
1338,1338,EMP1339,Male,Service,Yes,3,5,7.8,0.6
1339,1339,EMP1340,Male,Service,Yes,5,1,0.7,0.25
1340,1340,EMP1341,Male,Service,Yes,2,8,8.7,0.66
1341,1341,EMP1342,Male,Product,No,4,5,6.3,0.59
1342,1342,EMP1343,Female,Service,No,4,10,8.9,0.97
1343,1343,EMP1344,Female,Product,No,4,2,3.4,0.42
1344,1344,EMP1345,Female,Product,Yes,5,9,4.6,0.59
1345,1345,EMP1346,Male,Service,Yes,1,2,9.0,0.48
1346,1346,EMP1347,Male,Service,Yes,4,7,2.7,0.48
1347,1347,EMP1348,Male,Service,No,4,8,9.2,0.91
1348,1348,EMP1349,Female,Service,Yes,1,6,8.3,0.58
1349,1349,EMP1350,Male,Product,No,5,7,9.8,0.89
1350,1350,EMP1351,Female,Product,Yes,4,1,3.2,0.24
1351,1351,EMP1352,Female,Product,Yes,3,4,2.4,0.26
1352,1352,EMP1353,Male,Service,Yes,5,7,3.3,0.54
1353,1353,EMP1354,Female,Service,Yes,4,1,9.5,0.62
1354,1354,EMP1355,Male,Service,No,4,1,3.3,0.42
1355,1355,EMP1356,Female,Product,No,1,6,5.7,0.51
1356,1356,EMP1357,Female,Product,Yes,3,4,4.0,0.3
1357,1357,EMP1358,Male,Service,Yes,5,3,4.0,0.45
1358,1358,EMP1359,Male,Product,No,2,5,1.9,0.35
1359,1359,EMP1360,Female,Service,No,0,9,5.4,0.6
1360,1360,EMP1361,Female,Service,Yes,3,10,8.5,0.77
1361,1361,EMP1362,Male,Service,Yes,2,10,0.5,0.42
1362,1362,EMP1363,Female,Product,Yes,3,10,8.9,0.72
1363,1363,EMP1364,Female,Product,Yes,2,3,6.7,0.38
1364,1364,EMP1365,Female,Product,Yes,2,5,6.2,0.45
1365,1365,EMP1366,Male,Product,Yes,3,10,6.3,0.62
1366,1366,EMP1367,Female,Product,Yes,1,5,3.0,0.22
1367,1367,EMP1368,Female,Service,Yes,3,9,4.2,0.57
1368,1368,EMP1369,Male,Service,Yes,3,10,8.0,0.77
1369,1369,EMP1370,Male,Product,No,2,4,3.1,0.38
1370,1370,EMP1371,Female,Product,No,0,1,4.7,0.29
1371,1371,EMP1372,Male,Product,Yes,2,10,0.2,0.29
1372,1372,EMP1373,Female,Product,No,4,5,7.3,0.65
1373,1373,EMP1374,Male,Service,No,3,1,4.2,0.43
1374,1374,EMP1375,Male,Product,Yes,5,6,5.3,0.53
1375,1375,EMP1376,Female,Product,Yes,3,10,1.1,0.38
1376,1376,EMP1377,Male,Product,No,1,10,9.9,0.82
1377,1377,EMP1378,Male,Service,No,5,7,3.0,0.64
1378,1378,EMP1379,Male,Service,No,2,1,6.3,0.47
1379,1379,EMP1380,Female,Product,No,1,10,5.8,0.64
1380,1380,EMP1381,Male,Service,No,3,4,7.9,0.71
1381,1381,EMP1382,Male,Service,Yes,2,9,2.9,0.45
1382,1382,EMP1383,Female,Service,Yes,2,1,7.6,0.4
1383,1383,EMP1384,Male,Product,Yes,4,9,3.8,0.55
1384,1384,EMP1385,Female,Service,Yes,4,8,4.1,0.56
1385,1385,EMP1386,Male,Service,No,0,5,6.7,0.54
1386,1386,EMP1387,Female,Service,Yes,4,6,7.8,0.67
1387,1387,EMP1388,Male,Service,No,5,7,6.7,0.81
1388,1388,EMP1389,Female,Service,Yes,2,4,9.0,0.56
1389,1389,EMP1390,Male,Product,Yes,4,6,2.9,0.38
1390,1390,EMP1391,Male,Service,Yes,0,7,9.0,0.59
1391,1391,EMP1392,Male,Service,Yes,3,6,1.3,0.36
1392,1392,EMP1393,Male,Service,No,5,6,6.6,0.78
1393,1393,EMP1394,Male,Product,No,4,2,5.5,0.46
1394,1394,EMP1395,Male,Service,No,2,5,4.9,0.59
1395,1395,EMP1396,Female,Service,Yes,3,3,3.1,0.32
1396,1396,EMP1397,Male,Product,Yes,2,7,5.0,0.46
1397,1397,EMP1398,Male,Service,Yes,3,4,1.6,0.3
1398,1398,EMP1399,Female,Service,Yes,5,1,3.7,0.37
1399,1399,EMP1400,Female,Service,No,2,6,1.0,0.41
1400,1400,EMP1401,Male,Product,No,4,6,5.7,0.68
1401,1401,EMP1402,Male,Product,No,4,7,1.0,0.45
1402,1402,EMP1403,Male,Service,Yes,0,8,1.6,0.29
1403,1403,EMP1404,Female,Product,No,3,3,0.9,0.28
1404,1404,EMP1405,Female,Service,Yes,0,6,3.8,0.34
1405,1405,EMP1406,Male,Service,No,1,10,8.4,0.82
1406,1406,EMP1407,Female,Service,Yes,4,2,9.1,0.61
1407,1407,EMP1408,Female,Product,Yes,3,9,0.7,0.36
1408,1408,EMP1409,Female,Service,Yes,5,2,6.3,0.52
1409,1409,EMP1410,Female,Product,No,0,3,6.8,0.43
1410,1410,EMP1411,Male,Product,Yes,5,10,5.3,0.66
1411,1411,EMP1412,Male,Product,Yes,5,2,6.7,0.48
1412,1412,EMP1413,Male,Product,No,5,9,2.3,0.61
1413,1413,EMP1414,Male,Service,Yes,0,1,4.9,0.24
1414,1414,EMP1415,Male,Service,Yes,1,5,3.9,0.36
1415,1415,EMP1416,Female,Product,Yes,0,1,0.9,0.0
1416,1416,EMP1417,Male,Service,Yes,2,5,6.3,0.49
1417,1417,EMP1418,Male,Product,No,4,8,5.0,0.69
1418,1418,EMP1419,Male,Service,No,0,8,2.8,0.48
1419,1419,EMP1420,Female,Service,Yes,0,8,4.7,0.43
1420,1420,EMP1421,Male,Service,No,1,2,7.8,0.52
1421,1421,EMP1422,Male,Product,Yes,2,8,8.0,0.59
1422,1422,EMP1423,Male,Service,Yes,0,5,6.5,0.42
1423,1423,EMP1424,Male,Product,Yes,4,1,4.7,0.32
1424,1424,EMP1425,Female,Service,Yes,4,7,5.8,0.63
1425,1425,EMP1426,Female,Product,Yes,0,6,3.9,0.26
1426,1426,EMP1427,Male,Service,No,5,5,1.3,0.49
1427,1427,EMP1428,Female,Service,No,5,1,3.9,0.49
1428,1428,EMP1429,Female,Service,Yes,2,1,5.3,0.31
1429,1429,EMP1430,Female,Product,Yes,4,6,6.0,0.51
1430,1430,EMP1431,Male,Service,No,5,10,9.4,1.0
1431,1431,EMP1432,Male,Product,No,4,7,7.8,0.73
1432,1432,EMP1433,Male,Service,No,2,10,1.5,0.57
1433,1433,EMP1434,Female,Product,Yes,2,10,1.7,0.38
1434,1434,EMP1435,Male,Product,No,5,1,1.0,0.34
1435,1435,EMP1436,Male,Service,Yes,0,9,7.4,0.59
1436,1436,EMP1437,Male,Product,Yes,3,4,7.1,0.49
1437,1437,EMP1438,Female,Product,Yes,1,5,9.9,0.53
1438,1438,EMP1439,Male,Product,Yes,3,2,5.2,0.31
1439,1439,EMP1440,Female,Product,Yes,3,10,8.3,0.74
1440,1440,EMP1441,Female,Service,Yes,4,8,5.8,0.62
1441,1441,EMP1442,Male,Service,Yes,2,2,8.7,0.48
1442,1442,EMP1443,Female,Product,No,4,3,7.2,0.58
1443,1443,EMP1444,Male,Product,Yes,5,9,6.4,0.7
1444,1444,EMP1445,Female,Product,Yes,1,2,5.7,0.27
1445,1445,EMP1446,Male,Product,Yes,5,6,7.2,0.61
1446,1446,EMP1447,Female,Service,No,0,4,4.2,0.42
1447,1447,EMP1448,Female,Service,Yes,1,7,1.0,0.27
1448,1448,EMP1449,Female,Product,Yes,4,6,0.4,0.27
1449,1449,EMP1450,Female,Product,Yes,4,10,4.8,0.61
1450,1450,EMP1451,Male,Product,No,5,9,6.0,0.75
1451,1451,EMP1452,Female,Service,No,4,9,0.8,0.58
1452,1452,EMP1453,Female,Service,Yes,4,10,2.9,0.6
1453,1453,EMP1454,Female,Product,Yes,3,4,3.2,0.3
1454,1454,EMP1455,Male,Product,No,0,1,5.6,0.35
1455,1455,EMP1456,Female,Service,Yes,3,2,2.8,0.26
1456,1456,EMP1457,Female,Service,No,4,8,1.0,0.52
1457,1457,EMP1458,Female,Product,Yes,2,10,1.6,0.38
1458,1458,EMP1459,Male,Product,Yes,3,8,1.7,0.35
1459,1459,EMP1460,Female,Product,Yes,4,2,8.4,0.51
1460,1460,EMP1461,Male,Service,Yes,4,4,2.8,0.37
1461,1461,EMP1462,Female,Product,No,0,1,7.1,0.39
1462,1462,EMP1463,Male,Product,No,5,7,5.7,0.7
1463,1463,EMP1464,Female,Service,Yes,1,4,9.8,0.57
1464,1464,EMP1465,Female,Product,No,3,8,2.7,0.51
1465,1465,EMP1466,Male,Service,Yes,3,9,1.6,0.42
1466,1466,EMP1467,Female,Product,Yes,3,9,0.5,0.33
1467,1467,EMP1468,Male,Product,Yes,4,3,2.4,0.3
1468,1468,EMP1469,Female,Service,No,0,5,6.8,0.55
1469,1469,EMP1470,Female,Product,No,4,6,0.9,0.41
1470,1470,EMP1471,Female,Service,No,4,6,2.4,0.55
1471,1471,EMP1472,Female,Service,No,5,10,8.6,0.95
1472,1472,EMP1473,Female,Product,No,2,8,5.8,0.64
1473,1473,EMP1474,Male,Service,No,0,6,0.7,0.31
1474,1474,EMP1475,Male,Product,No,3,6,0.5,0.36
1475,1475,EMP1476,Female,Service,No,1,4,0.6,0.34
1476,1476,EMP1477,Female,Product,Yes,3,7,9.4,0.64
1477,1477,EMP1478,Female,Service,Yes,4,8,8.5,0.78
1478,1478,EMP1479,Female,Product,Yes,0,3,8.4,0.38
1479,1479,EMP1480,Male,Product,Yes,0,7,9.2,0.54
1480,1480,EMP1481,Female,Service,Yes,0,3,5.1,0.29
1481,1481,EMP1482,Male,Service,Yes,2,8,2.5,0.43
1482,1482,EMP1483,Male,Product,No,3,1,4.0,0.36
1483,1483,EMP1484,Male,Product,Yes,2,1,7.2,0.32
1484,1484,EMP1485,Male,Service,Yes,5,6,8.8,0.76
1485,1485,EMP1486,Male,Service,Yes,1,10,4.4,0.52
1486,1486,EMP1487,Male,Product,No,5,9,5.4,0.71
1487,1487,EMP1488,Female,Service,Yes,4,4,9.3,0.66
1488,1488,EMP1489,Male,Product,Yes,2,6,1.1,0.25
1489,1489,EMP1490,Male,Service,No,2,5,8.6,0.72
1490,1490,EMP1491,Male,Product,No,5,1,1.6,0.32
1491,1491,EMP1492,Male,Product,Yes,4,6,4.8,0.45
1492,1492,EMP1493,Male,Service,Yes,0,9,2.2,0.34
1493,1493,EMP1494,Male,Product,Yes,4,3,6.0,0.43
1494,1494,EMP1495,Female,Service,No,3,3,5.6,0.56
1495,1495,EMP1496,Female,Product,Yes,5,2,3.8,0.35
1496,1496,EMP1497,Female,Product,Yes,4,4,8.6,0.57
1497,1497,EMP1498,Male,Product,Yes,0,10,6.6,0.52
1498,1498,EMP1499,Male,Service,Yes,4,3,7.2,0.53
1499,1499,EMP1500,Female,Product,No,2,2,1.5,0.25
1500,1500,EMP1501,Male,Service,Yes,1,1,8.8,0.43
1501,1501,EMP1502,Male,Service,Yes,2,3,1.7,0.25
1502,1502,EMP1503,Male,Service,Yes,1,10,2.2,0.43
1503,1503,EMP1504,Male,Product,Yes,4,6,1.3,0.32
1504,1504,EMP1505,Male,Product,Yes,3,9,4.4,0.5
1505,1505,EMP1506,Male,Product,No,4,5,8.9,0.72
1506,1506,EMP1507,Female,Product,No,0,3,2.5,0.25
1507,1507,EMP1508,Male,Product,No,4,5,3.7,0.5
1508,1508,EMP1509,Female,Service,No,1,5,8.5,0.68
1509,1509,EMP1510,Female,Product,No,2,5,6.2,0.54
1510,1510,EMP1511,Female,Product,Yes,3,7,7.5,0.61
1511,1511,EMP1512,Female,Product,No,4,5,2.1,0.42
1512,1512,EMP1513,Female,Service,No,4,7,7.2,0.73
1513,1513,EMP1514,Male,Product,No,2,9,2.3,0.51
1514,1514,EMP1515,Male,Service,Yes,3,5,9.9,0.67
1515,1515,EMP1516,Male,Product,Yes,5,2,5.6,0.42
1516,1516,EMP1517,Female,Service,No,4,5,7.0,0.69
1517,1517,EMP1518,Female,Service,No,4,8,1.2,0.59
1518,1518,EMP1519,Male,Product,No,5,4,2.5,0.46
1519,1519,EMP1520,Female,Product,Yes,1,2,1.4,0.07
1520,1520,EMP1521,Male,Product,Yes,1,10,3.9,0.47
1521,1521,EMP1522,Female,Product,Yes,0,3,2.8,0.16
1522,1522,EMP1523,Male,Service,No,2,9,7.3,0.8
1523,1523,EMP1524,Male,Service,Yes,3,9,1.1,0.42
1524,1524,EMP1525,Male,Service,Yes,4,8,7.5,0.71
1525,1525,EMP1526,Male,Service,No,4,8,0.5,0.52
1526,1526,EMP1527,Male,Product,Yes,0,8,2.0,0.25
1527,1527,EMP1528,Male,Product,No,4,8,7.9,0.79
1528,1528,EMP1529,Female,Service,Yes,2,8,7.4,0.62
1529,1529,EMP1530,Male,Product,No,0,1,4.8,0.33
1530,1530,EMP1531,Male,Service,Yes,2,6,0.5,0.28
1531,1531,EMP1532,Female,Product,No,0,9,6.1,0.63
1532,1532,EMP1533,Female,Product,No,4,8,4.1,0.58
1533,1533,EMP1534,Male,Service,Yes,0,3,3.2,0.25
1534,1534,EMP1535,Male,Product,Yes,1,1,6.4,0.23
1535,1535,EMP1536,Male,Service,Yes,3,2,4.4,0.33
1536,1536,EMP1537,Male,Service,No,4,2,0.9,0.33
1537,1537,EMP1538,Female,Service,No,5,7,9.2,0.91
1538,1538,EMP1539,Male,Service,Yes,3,6,7.8,0.62
1539,1539,EMP1540,Male,Service,No,4,2,0.6,0.36
1540,1540,EMP1541,Female,Service,Yes,3,8,5.3,0.57
1541,1541,EMP1542,Male,Product,No,1,9,0.8,0.42
1542,1542,EMP1543,Female,Service,No,3,7,8.4,0.78
1543,1543,EMP1544,Male,Service,Yes,0,4,6.1,0.4
1544,1544,EMP1545,Female,Product,Yes,3,1,1.7,0.14
1545,1545,EMP1546,Male,Product,Yes,4,4,0.2,0.25
1546,1546,EMP1547,Female,Product,Yes,5,4,0.3,0.26
1547,1547,EMP1548,Female,Service,Yes,5,8,5.1,0.63
1548,1548,EMP1549,Male,Service,Yes,2,4,7.3,0.5
1549,1549,EMP1550,Female,Product,Yes,3,4,1.2,0.19
1550,1550,EMP1551,Female,Service,Yes,5,2,2.2,0.34
1551,1551,EMP1552,Female,Service,Yes,3,10,3.3,0.54
1552,1552,EMP1553,Female,Service,Yes,5,7,2.2,0.5
1553,1553,EMP1554,Female,Service,Yes,3,4,3.9,0.37
1554,1554,EMP1555,Male,Service,No,4,6,5.6,0.68
1555,1555,EMP1556,Male,Product,No,3,3,6.8,0.53
1556,1556,EMP1557,Female,Service,Yes,4,7,9.6,0.75
1557,1557,EMP1558,Male,Product,Yes,4,6,9.3,0.67
1558,1558,EMP1559,Female,Service,No,2,3,5.7,0.54
1559,1559,EMP1560,Female,Service,No,5,4,7.3,0.69
1560,1560,EMP1561,Male,Product,Yes,0,10,9.5,0.68
1561,1561,EMP1562,Male,Product,Yes,4,5,0.8,0.29
1562,1562,EMP1563,Female,Service,Yes,5,9,0.1,0.43
1563,1563,EMP1564,Male,Product,Yes,1,6,0.3,0.18
1564,1564,EMP1565,Female,Service,Yes,3,4,5.6,0.46
1565,1565,EMP1566,Male,Product,Yes,1,7,7.6,0.51
1566,1566,EMP1567,Female,Product,No,3,2,3.7,0.39
1567,1567,EMP1568,Male,Service,Yes,2,4,5.5,0.43
1568,1568,EMP1569,Female,Service,Yes,4,5,5.2,0.5
1569,1569,EMP1570,Male,Service,Yes,0,4,0.9,0.14
1570,1570,EMP1571,Female,Product,Yes,4,4,3.2,0.33
1571,1571,EMP1572,Male,Service,Yes,3,9,0.2,0.41
1572,1572,EMP1573,Female,Service,Yes,0,2,1.1,0.06
1573,1573,EMP1574,Female,Service,No,4,6,8.1,0.79
1574,1574,EMP1575,Male,Service,Yes,0,8,8.3,0.62
1575,1575,EMP1576,Male,Service,No,3,8,8.0,0.83
1576,1576,EMP1577,Male,Product,No,2,7,7.3,0.67
1577,1577,EMP1578,Female,Product,Yes,2,10,7.9,0.65
1578,1578,EMP1579,Female,Service,Yes,4,4,6.7,0.53
1579,1579,EMP1580,Male,Product,Yes,1,7,6.7,0.47
1580,1580,EMP1581,Male,Service,No,3,10,6.7,0.81
1581,1581,EMP1582,Male,Product,No,4,6,5.1,0.64
1582,1582,EMP1583,Female,Service,No,4,6,3.6,0.6
1583,1583,EMP1584,Male,Service,Yes,2,2,7.3,0.45
1584,1584,EMP1585,Female,Product,No,0,8,3.0,0.46
1585,1585,EMP1586,Male,Product,Yes,3,8,5.4,0.5
1586,1586,EMP1587,Female,Product,Yes,0,7,4.3,0.29
1587,1587,EMP1588,Male,Service,Yes,5,9,2.8,0.58
1588,1588,EMP1589,Male,Service,Yes,5,8,9.7,0.85
1589,1589,EMP1590,Female,Product,No,3,9,2.6,0.54
1590,1590,EMP1591,Female,Service,Yes,1,9,3.1,0.41
1591,1591,EMP1592,Female,Product,Yes,5,6,1.6,0.37
1592,1592,EMP1593,Male,Service,Yes,2,2,8.2,0.48
1593,1593,EMP1594,Male,Service,No,1,7,5.9,0.62
1594,1594,EMP1595,Female,Product,No,4,3,6.1,0.53
1595,1595,EMP1596,Female,Service,Yes,5,7,8.2,0.75
1596,1596,EMP1597,Male,Product,Yes,2,9,3.4,0.44
1597,1597,EMP1598,Male,Product,Yes,4,10,1.9,0.44
1598,1598,EMP1599,Male,Product,No,1,10,2.0,0.51
1599,1599,EMP1600,Female,Product,Yes,3,2,7.3,0.42
1600,1600,EMP1601,Male,Service,Yes,4,6,6.1,0.6
1601,1601,EMP1602,Male,Product,Yes,0,6,2.1,0.18
1602,1602,EMP1603,Male,Service,Yes,3,9,1.5,0.45
1603,1603,EMP1604,Male,Product,No,3,9,1.2,0.46
1604,1604,EMP1605,Male,Product,Yes,1,5,6.3,0.37
1605,1605,EMP1606,Male,Service,Yes,1,5,0.0,0.18
1606,1606,EMP1607,Male,Service,Yes,2,9,0.2,0.34
1607,1607,EMP1608,Female,Product,Yes,2,8,3.9,0.42
1608,1608,EMP1609,Male,Service,No,0,7,6.9,0.66
1609,1609,EMP1610,Male,Service,Yes,3,8,7.0,0.65
1610,1610,EMP1611,Female,Service,No,0,6,4.3,0.49
1611,1611,EMP1612,Female,Service,No,0,3,6.9,0.5
1612,1612,EMP1613,Male,Product,Yes,1,7,5.2,0.4
1613,1613,EMP1614,Male,Product,Yes,0,8,9.8,0.58
1614,1614,EMP1615,Male,Service,Yes,0,8,1.6,0.31
1615,1615,EMP1616,Female,Product,No,4,1,6.0,0.53
1616,1616,EMP1617,Female,Service,Yes,2,7,4.9,0.49
1617,1617,EMP1618,Female,Product,Yes,2,3,1.9,0.17
1618,1618,EMP1619,Female,Product,Yes,3,2,7.5,0.44
1619,1619,EMP1620,Female,Service,No,2,2,2.8,0.39
1620,1620,EMP1621,Male,Product,Yes,5,8,3.8,0.53
1621,1621,EMP1622,Male,Service,Yes,3,9,3.7,0.53
1622,1622,EMP1623,Female,Service,Yes,4,3,2.4,0.35
1623,1623,EMP1624,Female,Service,Yes,2,3,4.3,0.34
1624,1624,EMP1625,Male,Service,No,4,6,4.7,0.66
1625,1625,EMP1626,Female,Service,Yes,2,10,7.4,0.67
1626,1626,EMP1627,Male,Service,No,2,1,7.7,0.54
1627,1627,EMP1628,Male,Service,No,4,6,1.6,0.51
1628,1628,EMP1629,Male,Product,Yes,0,3,5.9,0.25
1629,1629,EMP1630,Male,Product,No,0,4,9.0,0.55
1630,1630,EMP1631,Female,Product,Yes,0,9,1.1,0.23
1631,1631,EMP1632,Male,Product,Yes,5,3,4.7,0.38
1632,1632,EMP1633,Female,Service,No,0,1,7.5,0.51
1633,1633,EMP1634,Female,Service,Yes,2,3,6.1,0.41
1634,1634,EMP1635,Female,Service,No,1,7,1.0,0.4
1635,1635,EMP1636,Male,Product,Yes,4,7,4.0,0.46
1636,1636,EMP1637,Male,Service,No,1,5,5.1,0.5
1637,1637,EMP1638,Male,Product,Yes,5,1,10.0,0.56
1638,1638,EMP1639,Female,Service,Yes,1,8,1.8,0.38
1639,1639,EMP1640,Female,Service,Yes,3,10,9.8,0.84
1640,1640,EMP1641,Male,Product,No,0,8,3.8,0.48
1641,1641,EMP1642,Female,Product,No,5,10,2.0,0.66
1642,1642,EMP1643,Male,Product,Yes,2,10,4.1,0.49
1643,1643,EMP1644,Female,Service,No,0,10,6.1,0.68
1644,1644,EMP1645,Male,Service,Yes,0,2,2.1,0.11
1645,1645,EMP1646,Female,Service,Yes,1,10,2.9,0.45
1646,1646,EMP1647,Male,Product,No,3,3,8.5,0.62
1647,1647,EMP1648,Female,Product,No,0,4,10.0,0.59
1648,1648,EMP1649,Female,Service,No,4,1,3.2,0.46
1649,1649,EMP1650,Female,Service,No,4,4,1.5,0.47
1650,1650,EMP1651,Male,Product,Yes,0,5,7.9,0.44
1651,1651,EMP1652,Male,Product,No,1,3,6.0,0.44
1652,1652,EMP1653,Male,Service,Yes,1,10,1.0,0.36
1653,1653,EMP1654,Male,Product,Yes,2,2,9.5,0.5
1654,1654,EMP1655,Male,Product,Yes,5,6,0.8,0.34
1655,1655,EMP1656,Female,Product,Yes,5,8,6.3,0.64
1656,1656,EMP1657,Female,Service,Yes,5,7,4.2,0.58
1657,1657,EMP1658,Male,Service,Yes,3,1,5.6,0.38
1658,1658,EMP1659,Male,Service,Yes,1,4,2.1,0.28
1659,1659,EMP1660,Male,Service,Yes,2,3,6.9,0.44
1660,1660,EMP1661,Female,Service,Yes,4,6,9.6,0.73
1661,1661,EMP1662,Male,Product,Yes,5,9,4.6,0.62
1662,1662,EMP1663,Female,Service,Yes,4,9,5.2,0.64
1663,1663,EMP1664,Male,Product,No,4,7,2.4,0.51
1664,1664,EMP1665,Female,Service,No,0,9,8.9,0.77
1665,1665,EMP1666,Female,Product,No,3,8,9.7,0.84
1666,1666,EMP1667,Male,Product,Yes,2,5,7.9,0.49
1667,1667,EMP1668,Female,Product,No,3,9,5.4,0.66
1668,1668,EMP1669,Male,Product,Yes,0,7,9.6,0.57
1669,1669,EMP1670,Female,Product,Yes,2,5,1.5,0.22
1670,1670,EMP1671,Male,Product,Yes,2,8,4.8,0.44
1671,1671,EMP1672,Female,Service,No,1,7,5.4,0.6
1672,1672,EMP1673,Female,Product,Yes,3,9,4.9,0.55
1673,1673,EMP1674,Female,Service,Yes,3,10,8.0,0.77
1674,1674,EMP1675,Female,Service,Yes,1,1,6.7,0.37
1675,1675,EMP1676,Male,Service,No,4,9,1.3,0.58
1676,1676,EMP1677,Male,Service,No,0,7,3.5,0.5
1677,1677,EMP1678,Male,Service,Yes,3,1,3.4,0.26
1678,1678,EMP1679,Male,Product,Yes,1,1,5.7,0.22
1679,1679,EMP1680,Female,Product,Yes,2,5,2.9,0.26
1680,1680,EMP1681,Male,Product,No,5,8,1.2,0.54
1681,1681,EMP1682,Female,Service,Yes,1,9,6.5,0.6
1682,1682,EMP1683,Female,Service,No,5,6,8.5,0.85
1683,1683,EMP1684,Female,Product,Yes,4,10,9.3,0.78
1684,1684,EMP1685,Male,Product,No,0,8,9.7,0.7
1685,1685,EMP1686,Female,Service,Yes,5,6,7.8,0.71
1686,1686,EMP1687,Female,Product,Yes,4,6,1.4,0.34
1687,1687,EMP1688,Male,Service,Yes,5,4,8.5,0.67
1688,1688,EMP1689,Female,Service,Yes,2,5,4.0,0.37
1689,1689,EMP1690,Female,Service,Yes,2,2,7.3,0.45
1690,1690,EMP1691,Male,Service,No,2,3,5.3,0.53
1691,1691,EMP1692,Male,Service,Yes,2,3,8.3,0.54
1692,1692,EMP1693,Male,Service,No,1,5,4.3,0.48
1693,1693,EMP1694,Male,Service,No,2,5,0.6,0.37
1694,1694,EMP1695,Male,Service,Yes,2,6,5.6,0.48
1695,1695,EMP1696,Male,Product,No,1,5,1.7,0.3
1696,1696,EMP1697,Male,Product,No,2,6,9.7,0.76
1697,1697,EMP1698,Male,Product,Yes,4,8,5.3,0.56
1698,1698,EMP1699,Female,Product,No,4,2,5.5,0.52
1699,1699,EMP1700,Male,Service,Yes,3,4,9.1,0.59
1700,1700,EMP1701,Female,Service,Yes,4,6,6.2,0.59
1701,1701,EMP1702,Male,Product,No,0,5,3.0,0.34
1702,1702,EMP1703,Male,Product,Yes,0,1,3.0,0.07
1703,1703,EMP1704,Male,Service,Yes,0,9,5.0,0.51
1704,1704,EMP1705,Male,Product,Yes,1,3,8.7,0.43
1705,1705,EMP1706,Male,Service,No,4,2,7.9,0.67
1706,1706,EMP1707,Female,Service,No,0,9,9.6,0.79
1707,1707,EMP1708,Male,Service,Yes,3,7,0.7,0.32
1708,1708,EMP1709,Female,Product,No,1,5,2.7,0.37
1709,1709,EMP1710,Female,Product,No,3,6,0.8,0.39
1710,1710,EMP1711,Male,Product,Yes,4,4,7.5,0.53
1711,1711,EMP1712,Male,Service,Yes,2,1,1.4,0.15
1712,1712,EMP1713,Female,Service,No,3,4,1.0,0.4
1713,1713,EMP1714,Male,Product,No,2,9,5.6,0.67
1714,1714,EMP1715,Male,Service,No,1,1,4.1,0.34
1715,1715,EMP1716,Female,Service,Yes,3,10,7.2,0.73
1716,1716,EMP1717,Male,Product,Yes,3,3,4.9,0.34
1717,1717,EMP1718,Female,Service,Yes,5,5,4.3,0.51
1718,1718,EMP1719,Female,Service,Yes,1,7,4.3,0.4
1719,1719,EMP1720,Male,Product,Yes,1,9,8.7,0.62
1720,1720,EMP1721,Male,Product,No,0,6,4.0,0.42
1721,1721,EMP1722,Male,Service,Yes,4,3,3.3,0.38
1722,1722,EMP1723,Male,Service,No,3,7,3.4,0.56
1723,1723,EMP1724,Male,Service,Yes,3,4,2.0,0.33
1724,1724,EMP1725,Female,Service,Yes,1,3,8.6,0.52
1725,1725,EMP1726,Male,Service,Yes,1,7,1.5,0.3
1726,1726,EMP1727,Male,Product,Yes,4,7,9.1,0.73
1727,1727,EMP1728,Female,Service,Yes,1,4,2.8,0.25
1728,1728,EMP1729,Female,Service,No,2,7,9.0,0.77
1729,1729,EMP1730,Female,Product,No,2,2,7.9,0.51
1730,1730,EMP1731,Male,Service,Yes,5,1,5.8,0.46
1731,1731,EMP1732,Female,Service,Yes,2,2,6.7,0.38
